Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nivel Educativo;Desempleada/o e inscrita/o como demandante de empleo en una ofic;Servicio demandado
may-21;Hombre;Villaverde;Entre 46 y 55 años;Bachillerato;No;Autoempleo
may-21;Hombre;Carabanchel;Entre 26 y 35 años;Graduado Escolar;Si;Intermediacion,Autoempleo
may-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Centro;Menor de 25 años;Graduado Escolar;No;Intermediacion
may-21;Hombre;SanBlasCanillejas;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
may-21;Hombre;Chamberi;Menor de 25 años;FP Grado Superior;Si;Intermediacion
may-21;Mujer;Otros;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Latina;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
may-21;Mujer;Latina;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-21;Mujer;CiudadLineal;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
may-21;Mujer;Hortaleza;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-21;Mujer;Centro;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
may-21;Hombre;SanBlasCanillejas;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
may-21;Mujer;PuenteVallecas;Menor de 25 años;ESO;No;Orientacion
may-21;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-21;Mujer;Otros;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion,Intermediacion
may-21;Hombre;Salamanca;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
may-21;Mujer;;Entre 36 y 45 años;FP Grado Superior;No;Intermediacion
may-21;Mujer;Otros;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-21;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;Carabanchel;Menor de 25 años;FP Grado Medio;No;Orientacion
may-21;Mujer;Otros;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
may-21;Hombre;SanBlasCanillejas;Entre 56 y 65 años;Graduado Escolar;Si;Intermediacion
may-21;Mujer;Latina;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion
may-21;Mujer;;Entre 36 y 45 años;ESO;No;Orientacion
may-21;Mujer;SanBlasCanillejas;Entre 26 y 35 años;Bachillerato;Si;Orientacion
may-21;Mujer;Centro;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
may-21;Hombre;MoncloaAravaca;Menor de 25 años;FP Grado Superior;Si;Orientacion
may-21;Mujer;CiudadLineal;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-21;Hombre;Otros;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
may-21;Hombre;Otros;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
may-21;Hombre;Carabanchel;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-21;Hombre;Carabanchel;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
may-21;Mujer;Carabanchel;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-21;Hombre;Otros;Menor de 25 años;ESO;No;Orientacion,Intermediacion
may-21;Hombre;Otros;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion
may-21;Mujer;Latina;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;Otros;Menor de 25 años;FP Grado Superior;Si;Orientacion
may-21;Mujer;CiudadLineal;Menor de 25 años;Bachillerato;Si;Intermediacion
may-21;Hombre;MoncloaAravaca;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Carabanchel;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion
may-21;Mujer;VillaVallecas;Menor de 25 años;Sin Estudios;Si;Orientacion
may-21;Mujer;SanBlasCanillejas;Entre 36 y 45 años;FP Grado Medio;No;Orientacion,Intermediacion
may-21;Hombre;PuenteVallecas;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;MoncloaAravaca;Entre 36 y 45 años;BUP;No;Autoempleo
may-21;Mujer;Salamanca;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
may-21;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Sin Estudios;No;Orientacion
may-21;Mujer;PuenteVallecas;Entre 46 y 55 años;Sin Estudios;Si;Orientacion
may-21;Mujer;VillaVallecas;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
may-21;Mujer;Carabanchel;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Tetuan;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion
may-21;Hombre;Chamartin;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion,Intermediacion
may-21;Hombre;;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
may-21;Mujer;PuenteVallecas;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
may-21;Mujer;Usera;Entre 36 y 45 años;ESO;Si;Orientacion
may-21;Mujer;Barajas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
may-21;Mujer;Villaverde;Menor de 25 años;ESO;Si;Autoempleo
may-21;Mujer;Fuencarral;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
may-21;Mujer;Fuencarral;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-21;Hombre;PuenteVallecas;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
may-21;Hombre;Moratalaz;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
may-21;Mujer;Otros;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Hombre;Carabanchel;Menor de 25 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Villaverde;Entre 36 y 45 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-21;Mujer;Usera;Entre 26 y 35 años;ESO;Si;Orientacion
may-21;Mujer;VillaVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;PuenteVallecas;Menor de 25 años;FP Grado Superior;Si;Intermediacion
may-21;Hombre;;Menor de 25 años;FP Grado Superior;Si;Orientacion
may-21;Hombre;Moratalaz;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
may-21;Mujer;Latina;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-21;Mujer;MoncloaAravaca;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
may-21;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;Arganzuela;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-21;Mujer;Arganzuela;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
may-21;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Hombre;Centro;Menor de 25 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Otros;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
may-21;Mujer;Latina;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-21;Hombre;Otros;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
may-21;Mujer;Otros;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-21;Mujer;Moratalaz;Menor de 25 años;Graduado Escolar;No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Vicalvaro;Menor de 25 años;Sin Estudios;Si;Orientacion
may-21;Hombre;CiudadLineal;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
may-21;Mujer;Fuencarral;Menor de 25 años;ESO;Si;Orientacion
may-21;Mujer;Otros;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;SanBlasCanillejas;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-21;Mujer;Barajas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;Barajas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;Latina;Entre 36 y 45 años;Bachillerato;Si;Orientacion
may-21;Mujer;Otros;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Otros;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
may-21;Hombre;Otros;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
may-21;Mujer;Vicalvaro;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Hombre;Otros;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;Otros;Menor de 25 años;FP Grado Superior;Si;Intermediacion
may-21;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;Villaverde;Menor de 25 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Carabanchel;Entre 56 y 65 años;COU;Si;Orientacion,Intermediacion
may-21;Hombre;Carabanchel;Menor de 25 años;ESO;No;Orientacion
may-21;Mujer;Hortaleza;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
may-21;Hombre;Otros;Menor de 25 años;ESO;No;Autoempleo
may-21;Hombre;PuenteVallecas;Menor de 25 años;ESO;No;Autoempleo
may-21;Hombre;Chamberi;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Otros;Menor de 25 años;ESO;No;Orientacion,Intermediacion
may-21;Hombre;Fuencarral;Entre 46 y 55 años;Estudios Postgrado;Si;Intermediacion
may-21;Mujer;;Entre 26 y 35 años;FP Grado Medio;No;Orientacion
may-21;Hombre;VillaVallecas;Menor de 25 años;Graduado Escolar;Si;Orientacion
may-21;Hombre;Otros;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
may-21;Mujer;Barajas;Entre 46 y 55 años;Estudios Postgrado;No;Orientacion
may-21;Mujer;Fuencarral;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
may-21;Mujer;Vicalvaro;Entre 46 y 55 años;BUP;No;Intermediacion
may-21;Mujer;Otros;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
may-21;Mujer;Tetuan;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
may-21;Mujer;;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
may-21;Mujer;Otros;Entre 26 y 35 años;Bachillerato;No;Orientacion
may-21;Mujer;Chamartin;Entre 46 y 55 años;Estudios Postgrado;No;Intermediacion
may-21;Mujer;Chamartin;Entre 46 y 55 años;Estudios Postgrado;No;Intermediacion
may-21;Mujer;Otros;Entre 36 y 45 años;ESO;Si;Autoempleo
may-21;Hombre;Centro;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-21;Hombre;Centro;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-21;Hombre;Centro;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-21;Hombre;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Intermediacion
may-21;Mujer;VillaVallecas;Menor de 25 años;ESO;No;Orientacion
may-21;Mujer;Latina;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
may-21;Mujer;CiudadLineal;Entre 46 y 55 años;Bachillerato;Si;Intermediacion
may-21;Mujer;;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
may-21;Hombre;Latina;Entre 26 y 35 años;FP Grado Medio;Si;Intermediacion
may-21;Mujer;Chamartin;Menor de 25 años;Bachillerato;No;Orientacion
may-21;Mujer;Otros;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
may-21;Hombre;Usera;Menor de 25 años;ESO;Si;Orientacion
may-21;Hombre;Usera;Menor de 25 años;ESO;Si;Intermediacion
may-21;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion,Intermediacion
may-21;Mujer;Carabanchel;Menor de 25 años;Graduado Escolar;Si;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;;Entre 26 y 35 años;ESO;Si;Orientacion
may-21;Hombre;Centro;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;;Menor de 25 años;ESO;No;Orientacion
may-21;Mujer;Vicalvaro;Entre 26 y 35 años;Acceso a Mayores de 25 y/o 45 años;No;Orientacion
may-21;Mujer;;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
may-21;Mujer;;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
may-21;Hombre;Chamartin;Menor de 25 años;Graduado Escolar;No;Orientacion
may-21;Mujer;MoncloaAravaca;Menor de 25 años;FP Grado Superior;Si;Orientacion
jun-21;Hombre;Latina;Menor de 25 años;ESO;No;Orientacion
jun-21;Hombre;Otros;Menor de 25 años;Bachillerato;No;Orientacion
jun-21;Hombre;Otros;Menor de 25 años;ESO;No;Orientacion
jun-21;Hombre;Otros;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
jun-21;Hombre;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Moratalaz;Menor de 25 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Moratalaz;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Otros;Entre 46 y 55 años;Bachillerato;No;Orientacion
jun-21;Mujer;Otros;Menor de 25 años;Bachillerato;Si;Orientacion
jun-21;Mujer;Otros;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;Bachillerato;Si;Orientacion
jun-21;Mujer;;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
jun-21;Mujer;VillaVallecas;Menor de 25 años;ESO;No;Orientacion
jun-21;Mujer;Moratalaz;Menor de 25 años;Graduado Escolar;Si;Orientacion
jun-21;Mujer;Otros;Menor de 25 años;FP Grado Superior;Si;Intermediacion
jun-21;Mujer;;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;PuenteVallecas;Menor de 25 años;Sin Estudios;Si;Intermediacion
jun-21;Hombre;Hortaleza;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Carabanchel;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Villaverde;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
jun-21;Hombre;Otros;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;PuenteVallecas;Menor de 25 años;FP Grado Medio;No;Orientacion
jun-21;Mujer;Carabanchel;Menor de 25 años;Sin Estudios;Si;Orientacion
jun-21;Mujer;Carabanchel;Menor de 25 años;Sin Estudios;Si;Orientacion
jun-21;Mujer;Otros;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
jun-21;Mujer;VillaVallecas;Entre 56 y 65 años;Graduado Escolar;Si;Intermediacion
jun-21;Hombre;Tetuan;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Mujer;Latina;Entre 46 y 55 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-21;Hombre;Salamanca;Entre 46 y 55 años;Acceso a Mayores de 25 y/o 45 años;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-21;Mujer;Moratalaz;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Moratalaz;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Villaverde;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
jun-21;Mujer;VillaVallecas;Menor de 25 años;Graduado Escolar;Si;Orientacion
jun-21;Hombre;Otros;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-21;Mujer;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Otros;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-21;Mujer;Fuencarral;Menor de 25 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Moratalaz;Entre 56 y 65 años;Graduado Escolar;No;Intermediacion
jun-21;Hombre;Retiro;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
jun-21;Mujer;Centro;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
jun-21;Mujer;CiudadLineal;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Chamartin;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-21;Mujer;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-21;Mujer;PuenteVallecas;Entre 46 y 55 años;BUP;Si;Intermediacion
jun-21;Mujer;CiudadLineal;Menor de 25 años;Estudios Postgrado;No;Orientacion,Intermediacion
jun-21;Hombre;CiudadLineal;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;MoncloaAravaca;Entre 26 y 35 años;ESO;Si;Orientacion
jun-21;Mujer;Otros;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;PuenteVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
jun-21;Mujer;SanBlasCanillejas;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Moratalaz;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
jun-21;Mujer;PuenteVallecas;Entre 26 y 35 años;ESO;Si;Orientacion
jun-21;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-21;Hombre;Tetuan;Entre 46 y 55 años;Estudios Postgrado;No;Orientacion,Intermediacion
jun-21;Mujer;MoncloaAravaca;Entre 56 y 65 años;ESO;Si;Orientacion
jun-21;Hombre;;Menor de 25 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-21;Mujer;PuenteVallecas;Menor de 25 años;ESO;Si;Orientacion,Autoempleo
jun-21;Mujer;Moratalaz;Menor de 25 años;ESO;No;Orientacion
jun-21;Hombre;;Entre 46 y 55 años;Estudios Postgrado;Si;Orientacion
jun-21;Mujer;Moratalaz;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Vicalvaro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Autoempleo
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Mujer;Arganzuela;Menor de 25 años;ESO;No;Orientacion
jun-21;Mujer;Arganzuela;Menor de 25 años;ESO;No;Orientacion
jun-21;Mujer;Usera;Entre 26 y 35 años;Sin Estudios;Si;Autoempleo
jun-21;Hombre;Latina;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-21;Hombre;Latina;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-21;Hombre;Latina;Entre 26 y 35 años;Sin Estudios;Si;Orientacion
jun-21;Mujer;CiudadLineal;Entre 56 y 65 años;FP Grado Superior;Si;Intermediacion,Autoempleo
jun-21;Hombre;PuenteVallecas;Menor de 25 años;ESO;Si;Orientacion
jun-21;Hombre;Otros;Menor de 25 años;Bachillerato;No;Orientacion
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Autoempleo
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
jun-21;Mujer;Retiro;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Latina;Entre 56 y 65 años;Bachillerato;Si;Intermediacion
jun-21;Mujer;Fuencarral;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Carabanchel;Menor de 25 años;ESO;No;Orientacion
jun-21;Mujer;Arganzuela;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-21;Mujer;Carabanchel;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-21;Hombre;Otros;Menor de 25 años;FP Grado Superior;Si;Orientacion,Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Otros;Menor de 25 años;Bachillerato;No;Orientacion
jun-21;Hombre;Arganzuela;Entre 26 y 35 años;ESO;Si;Orientacion
jun-21;Mujer;Otros;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-21;Hombre;Otros;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-21;Mujer;Otros;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
jun-21;Mujer;Tetuan;Entre 36 y 45 años;FP Grado Medio;Si;Intermediacion
jun-21;Hombre;Retiro;Menor de 25 años;ESO;No;Orientacion
jun-21;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;Villaverde;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-21;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
jun-21;Mujer;PuenteVallecas;Entre 36 y 45 años;ESO;Si;Autoempleo
jun-21;Hombre;Latina;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
jun-21;Mujer;Fuencarral;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-21;Mujer;Fuencarral;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-21;Mujer;PuenteVallecas;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion
jun-21;Mujer;Otros;Menor de 25 años;Bachillerato;No;Orientacion
jun-21;Hombre;Barajas;Entre 46 y 55 años;FP Grado Medio;Si;Intermediacion
jun-21;Hombre;Centro;Menor de 25 años;Sin Estudios;No;Orientacion
jun-21;Mujer;Otros;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
jun-21;Hombre;PuenteVallecas;Menor de 25 años;Sin Estudios;Si;Orientacion,Intermediacion
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;ESO;Si;Orientacion
jun-21;Hombre;CiudadLineal;Menor de 25 años;Graduado Escolar;Si;Orientacion,Intermediacion
jun-21;Mujer;CiudadLineal;Entre 36 y 45 años;ESO;No;Orientacion
jun-21;Hombre;Centro;Menor de 25 años;Sin Estudios;Si;Orientacion,Autoempleo
jun-21;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion
jun-21;Mujer;Villaverde;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
jun-21;Mujer;Centro;Entre 46 y 55 años;Sin Estudios;Si;Orientacion,Intermediacion
jun-21;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
jun-21;Mujer;Latina;Entre 46 y 55 años;Estudios Postgrado;Si;Orientacion
jun-21;Hombre;CiudadLineal;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
jun-21;Hombre;Carabanchel;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion
jun-21;Mujer;Usera;Entre 26 y 35 años;Bachillerato;Si;Orientacion
jun-21;Hombre;SanBlasCanillejas;Menor de 25 años;FP Grado Superior;No;Orientacion
jun-21;Mujer;Tetuan;Entre 56 y 65 años;Sin Estudios;No;Intermediacion,Autoempleo
jun-21;Mujer;VillaVallecas;Menor de 25 años;ESO;Si;Orientacion
jun-21;Mujer;PuenteVallecas;Entre 46 y 55 años;Bachillerato;No;Orientacion
jun-21;Mujer;MoncloaAravaca;Entre 56 y 65 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
jun-21;Hombre;Otros;Entre 36 y 45 años;FP Grado Medio;No;Orientacion
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Graduado Escolar;Si;Orientacion
jun-21;Mujer;Carabanchel;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
jun-21;Mujer;Otros;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
